object_name,label_family,query_string,query_goal,recommended_source_type,priority_rank,priority_bin
UGC06983,A/R mismatch,"""UGC06983"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,72,reserve_pool
UGC06983,H I asymmetry,"""UGC06983"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,72,reserve_pool
UGC06983,SFE/depletion,"""UGC06983"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,72,reserve_pool
UGC06983,Vrot/sigma,"""UGC06983"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,72,reserve_pool
UGC06983,burstiness,"""UGC06983"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",72,reserve_pool
UGC06983,centroid offset,"""UGC06983"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,72,reserve_pool
UGC06983,external morphology,"""UGC06983"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,72,reserve_pool
UGC06983,lopsidedness,"""UGC06983"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,72,reserve_pool
UGC06983,warp / PA twist,"""UGC06983"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,72,reserve_pool
UGC07151,A/R mismatch,"""UGC07151"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,73,reserve_pool
UGC07151,H I asymmetry,"""UGC07151"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,73,reserve_pool
UGC07151,SFE/depletion,"""UGC07151"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,73,reserve_pool
UGC07151,Vrot/sigma,"""UGC07151"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,73,reserve_pool
UGC07151,burstiness,"""UGC07151"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",73,reserve_pool
UGC07151,centroid offset,"""UGC07151"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,73,reserve_pool
UGC07151,external morphology,"""UGC07151"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,73,reserve_pool
UGC07151,lopsidedness,"""UGC07151"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,73,reserve_pool
UGC07151,warp / PA twist,"""UGC07151"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,73,reserve_pool
UGC08286,A/R mismatch,"""UGC08286"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,74,reserve_pool
UGC08286,H I asymmetry,"""UGC08286"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,74,reserve_pool
UGC08286,SFE/depletion,"""UGC08286"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,74,reserve_pool
UGC08286,Vrot/sigma,"""UGC08286"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,74,reserve_pool
UGC08286,burstiness,"""UGC08286"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",74,reserve_pool
UGC08286,centroid offset,"""UGC08286"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,74,reserve_pool
UGC08286,external morphology,"""UGC08286"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,74,reserve_pool
UGC08286,lopsidedness,"""UGC08286"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,74,reserve_pool
UGC08286,warp / PA twist,"""UGC08286"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,74,reserve_pool
UGC09133,A/R mismatch,"""UGC09133"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,75,reserve_pool
UGC09133,H I asymmetry,"""UGC09133"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,75,reserve_pool
UGC09133,SFE/depletion,"""UGC09133"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,75,reserve_pool
UGC09133,Vrot/sigma,"""UGC09133"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,75,reserve_pool
UGC09133,burstiness,"""UGC09133"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",75,reserve_pool
UGC09133,centroid offset,"""UGC09133"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,75,reserve_pool
UGC09133,external morphology,"""UGC09133"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,75,reserve_pool
UGC09133,lopsidedness,"""UGC09133"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,75,reserve_pool
UGC09133,warp / PA twist,"""UGC09133"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,75,reserve_pool
UGC11455,A/R mismatch,"""UGC11455"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,76,reserve_pool
UGC11455,H I asymmetry,"""UGC11455"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,76,reserve_pool
UGC11455,SFE/depletion,"""UGC11455"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,76,reserve_pool
UGC11455,Vrot/sigma,"""UGC11455"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,76,reserve_pool
UGC11455,burstiness,"""UGC11455"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",76,reserve_pool
UGC11455,centroid offset,"""UGC11455"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,76,reserve_pool
UGC11455,external morphology,"""UGC11455"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,76,reserve_pool
UGC11455,lopsidedness,"""UGC11455"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,76,reserve_pool
UGC11455,warp / PA twist,"""UGC11455"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,76,reserve_pool
UGC11914,A/R mismatch,"""UGC11914"" ""H I"" ""approaching"" ""receding"" ""rotation curve""",Acquire same-object Tier A map-level/dynamical label for A/R mismatch,resolved H I/H-alpha velocity-field maps; approaching/receding side rotation curves,77,reserve_pool
UGC11914,H I asymmetry,"""UGC11914"" ""H I"" asymmetry lopsidedness",Acquire same-object Tier A map-level/dynamical label for H I asymmetry,resolved H I maps or map-level asymmetry literature,77,reserve_pool
UGC11914,SFE/depletion,"""UGC11914"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,77,reserve_pool
UGC11914,Vrot/sigma,"""UGC11914"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,77,reserve_pool
UGC11914,burstiness,"""UGC11914"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",77,reserve_pool
UGC11914,centroid offset,"""UGC11914"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,77,reserve_pool
UGC11914,external morphology,"""UGC11914"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,77,reserve_pool
UGC11914,lopsidedness,"""UGC11914"" ""H I"" lopsidedness Fourier asymmetry",Acquire same-object Tier A map-level/dynamical label for lopsidedness,H I surface-density maps or Fourier/lopsidedness literature,77,reserve_pool
UGC11914,warp / PA twist,"""UGC11914"" ""H I"" warp ""position angle"" ""tilted ring""",Acquire same-object Tier A map-level/dynamical label for warp / PA twist,tilted-ring H I velocity-field fits; PA twist literature,77,reserve_pool
NGC7331,SFE/depletion,"""NGC7331"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,78,reserve_pool
NGC7331,Vrot/sigma,"""NGC7331"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,78,reserve_pool
NGC7331,burstiness,"""NGC7331"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",78,reserve_pool
NGC7331,centroid offset,"""NGC7331"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,78,reserve_pool
NGC7331,external morphology,"""NGC7331"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,78,reserve_pool
NGC2403,SFE/depletion,"""NGC2403"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,79,reserve_pool
NGC2403,Vrot/sigma,"""NGC2403"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,79,reserve_pool
NGC2403,burstiness,"""NGC2403"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",79,reserve_pool
NGC2403,centroid offset,"""NGC2403"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,79,reserve_pool
NGC2403,external morphology,"""NGC2403"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,79,reserve_pool
NGC2841,SFE/depletion,"""NGC2841"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,80,reserve_pool
NGC2841,Vrot/sigma,"""NGC2841"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,80,reserve_pool
NGC2841,burstiness,"""NGC2841"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",80,reserve_pool
NGC2841,centroid offset,"""NGC2841"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,80,reserve_pool
NGC2841,external morphology,"""NGC2841"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,80,reserve_pool
NGC2903,SFE/depletion,"""NGC2903"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,81,reserve_pool
NGC2903,Vrot/sigma,"""NGC2903"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,81,reserve_pool
NGC2903,burstiness,"""NGC2903"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",81,reserve_pool
NGC2903,centroid offset,"""NGC2903"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,81,reserve_pool
NGC2903,external morphology,"""NGC2903"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,81,reserve_pool
NGC3198,SFE/depletion,"""NGC3198"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,82,reserve_pool
NGC3198,Vrot/sigma,"""NGC3198"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,82,reserve_pool
NGC3198,burstiness,"""NGC3198"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",82,reserve_pool
NGC3198,centroid offset,"""NGC3198"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,82,reserve_pool
NGC3198,external morphology,"""NGC3198"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,82,reserve_pool
NGC3521,SFE/depletion,"""NGC3521"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,83,reserve_pool
NGC3521,Vrot/sigma,"""NGC3521"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,83,reserve_pool
NGC3521,burstiness,"""NGC3521"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",83,reserve_pool
NGC3521,centroid offset,"""NGC3521"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,83,reserve_pool
NGC3521,external morphology,"""NGC3521"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,83,reserve_pool
NGC5055,SFE/depletion,"""NGC5055"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,84,reserve_pool
NGC5055,Vrot/sigma,"""NGC5055"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,84,reserve_pool
NGC5055,burstiness,"""NGC5055"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",84,reserve_pool
NGC5055,centroid offset,"""NGC5055"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,84,reserve_pool
NGC5055,external morphology,"""NGC5055"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,84,reserve_pool
NGC6946,SFE/depletion,"""NGC6946"" ""star formation efficiency"" ""depletion time"" ""H I""",Acquire same-object Tier A map-level/dynamical label for SFE/depletion,same-object SFR plus H I/H2 gas mass/depletion measurements,85,reserve_pool
NGC6946,Vrot/sigma,"""NGC6946"" ""Vrot"" ""sigma"" ""velocity dispersion""",Acquire same-object Tier A map-level/dynamical label for Vrot/sigma,resolved kinematic survey or velocity-dispersion/rotation measurements,85,reserve_pool
NGC6946,burstiness,"""NGC6946"" burstiness ""star formation history"" Halpha FUV",Acquire same-object Tier A map-level/dynamical label for burstiness,"resolved SFH, H-alpha/FUV time-scale comparison, or burstiness catalog",85,reserve_pool
NGC6946,centroid offset,"""NGC6946"" ""H I"" ""centroid offset"" stellar gas",Acquire same-object Tier A map-level/dynamical label for centroid offset,H I/stellar centroid comparison from resolved maps,85,reserve_pool
NGC6946,external morphology,"""NGC6946"" morphology RC3 HyperLEDA NED S4G",Acquire same-object Tier A map-level/dynamical label for external morphology,RC3/HyperLEDA/NED/S4G or visual morphology catalog,85,reserve_pool
